ID	Condition	Scenario	CurrentTime	Studypart	Code	TrialType	Delay	Picture	Trialnumber	RT	Stage_number	Stage	Y_coordinate	RespCorrect	Congruency	Session
B (example)	1	None	2023-09-01/16:28:42	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_09_1_t.jpg	3	0.45079779997467995	2	pull1	0.27611	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:42	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_09_1_t.jpg	3	0.46738089993596077	3	pull2	0.40111	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:42	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_09_1_t.jpg	3	0.48435359983704984	4	pull3	0.53396	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:42	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_09_1_t.jpg	3	0.5184974998701364	5	pull4	0.79178	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:42	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_09_1_t.jpg	3	0.5501345000229776	5	stage_final	1.0	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.0009969000238925219	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.3828141000121832	2	pull1	0.24486	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.399770800024271	3	pull2	0.36986	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.41624799999408424	4	pull3	0.52615	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.4492595000192523	5	pull4	0.77615	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:43	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	4	0.48220290010794997	5	stage_final	1.0	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.0010128999128937721	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.46758960001170635	2	push1	-0.27617	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.4845590000040829	3	push2	-0.40899	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.5009427000768483	4	push3	-0.53396	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.5176154000218958	5	pull2	0.30736	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.5504415999166667	6	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.6840755001176149	7	pull2	0.30736	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.7178712000604719	8	pull3	0.5574	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.7343735999893397	9	pull4	0.71365	0	congruent	2
B (example)	1	None	2023-09-01/16:28:44	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	5	0.7838872999418527	9	stage_final	1.0	1	congruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.0009250999428331852	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.4007131000980735	2	push1	-0.27617	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.4176050000824034	3	push2	-0.40117	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.4343207001220435	4	push3	-0.5574	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.4674982000142336	5	push4	-0.81521	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:45	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Non-Sparkling/ns_7_1_t.jpg	6	0.49996579997241497	5	stage_final	-1.0	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.0010482999496161938	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.3176414999179542	2	push1	-0.27617	0	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.3338089999742806	3	push2	-0.40117	0	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.35074439994059503	4	push3	-0.52615	0	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.3839648999273777	5	push4	-0.78396	0	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_10_1_t.jpg	7	0.4163363000843674	5	stage_final	-1.0	1	congruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.0007854998111724854	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.35132050001993775	2	push1	-0.21367	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.3679020998533815	3	push2	-0.34649	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.401003299979493	4	push3	-0.59646	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.41758739994838834	5	push4	-0.72146	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:46	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_10_1_t.jpg	8	0.4500325999688357	5	stage_final	-0.97928	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.0011209000367671251	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.33342129993252456	2	push1	-0.21367	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.35028039989992976	3	push2	-0.36992	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.3839547000825405	4	push3	-0.6199	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.400290000019595	5	push4	-0.75271	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:47	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_6_1_1_t.jpg	9	0.4333031999412924	5	stage_final	-1.0	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.0005729999393224716	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.4178168000653386	2	pull1	0.21361	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.43468639999628067	3	pull2	0.34643	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.4677414000034332	4	pull3	0.59646	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.48446940002031624	5	pull4	0.72146	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	10	0.5169863998889923	5	stage_final	0.98709	1	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.0008442997932434082	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.4009459998924285	2	push1	-0.27617	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.4178385999985039	3	push2	-0.40117	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.43409259989857674	4	push3	-0.52615	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.4684421999845654	5	push4	-0.78396	0	congruent	2
B (example)	1	None	2023-09-01/16:28:48	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Beer/b_07_1_t.jpg	11	0.49980969983153045	5	stage_final	-1.0	1	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.0015018999110907316	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.39953979989513755	2	push1	-0.27617	0	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.41685399995185435	3	push2	-0.40117	0	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.43377380003221333	4	push3	-0.52615	0	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.46897229994647205	5	push4	-0.81521	0	congruent	2
B (example)	1	None	2023-09-01/16:28:49	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Wine/w_08_1_2_t.jpg	12	0.4989722000900656	5	stage_final	-1.0	1	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.0012060999870300293	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.3166726999916136	2	push1	-0.27617	0	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.3344848998822272	3	push2	-0.40117	0	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.3522139999549836	4	push3	-0.5574	0	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.3838405997958034	5	push4	-0.81521	0	congruent	2
B (example)	1	None	2023-09-01/16:28:50	ASSESSMENT	MINIAAT_0_NEG_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/alcoholic/Liquor/l_6_1_t.jpg	13	0.41607139981351793	5	stage_final	-1.0	1	congruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.000946100102737546	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.4497446999885142	2	pull1	0.24486	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.4703800000716001	3	pull2	0.40893	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.4835544000379741	4	pull3	0.56521	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.5161693999543786	5	pull4	0.76052	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Wine/w_07_1_2_t.jpg	14	0.5498766999226063	5	stage_final	1.0	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	15	0.0006490999367088079	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	15	0.4162944999989122	2	push2	-0.31524	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	15	0.44998260005377233	3	push3	-0.56521	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	15	0.4665848999284208	4	push4	-0.72146	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:51	ASSESSMENT	MINIAAT_0_POS_PUSH_LEFT	PUSH	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_7_1_1_t.jpg	15	0.49879450001753867	4	stage_final	-0.97147	1	incongruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.0010142000392079353	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.4513922999612987	2	pull1	0.21361	0	congruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.46811669995076954	3	pull2	0.33861	0	congruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.5008515000808984	4	pull3	0.59646	0	congruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.5178461000323296	5	pull4	0.72146	0	congruent	2
B (example)	1	None	2023-09-01/16:28:52	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Sparkling/s_6_1_t.jpg	16	0.5503148999996483	5	stage_final	0.97928	1	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.0009841001592576504	1	baseline	-5e-05	0	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.3835949001368135	2	pull1	0.21361	0	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.4008208999875933	3	pull2	0.31518	0	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.4345266001764685	4	pull3	0.57302	0	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.4504243000410497	5	pull4	0.73709	0	congruent	2
B (example)	1	None	2023-09-01/16:28:53	ASSESSMENT	MINIAAT_0_POS_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/non_alcoholic/Water/wa_8_1_1_t.jpg	17	0.48298450000584126	5	stage_final	0.95584	1	congruent	2
B (example)	1	None	2023-09-01/16:28:54	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_10_1_t.jpg	18	0.0005842999089509249	1	baseline	-5e-05	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:54	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_10_1_t.jpg	18	0.40076390001922846	2	pull1	0.27611	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:54	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_10_1_t.jpg	18	0.4170108998659998	3	pull2	0.40111	0	incongruent	2
B (example)	1	None	2023-09-01/16:28:54	ASSESSMENT	MINIAAT_0_NEG_PULL_RIGHT	PULL	0	experiments/abc/images/set_b/alcoholic/Beer/b_10_1_t.jpg	18	0.4333834000863135	4	pull3	0.52615	0	incongruent	2
